period,start_time,end_time,duration_hours,avg_precip,P_P_coef,P_T_coef,P_H_coef,P_CO2_coef,P_aero_coef,T_P_coef,T_T_coef,T_H_coef,T_CO2_coef,T_aero_coef,H_P_coef,H_T_coef,H_H_coef,H_CO2_coef,H_aero_coef,CO2_P_coef,CO2_T_coef,CO2_H_coef,CO2_CO2_coef,CO2_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_CO2_coef,aero_aero_coef,P_P_elem,P_T_elem,P_H_elem,P_CO2_elem,P_aero_elem,T_P_elem,T_T_elem,T_H_elem,T_CO2_elem,T_aero_elem,H_P_elem,H_T_elem,H_H_elem,H_CO2_elem,H_aero_elem,CO2_P_elem,CO2_T_elem,CO2_H_elem,CO2_CO2_elem,CO2_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_CO2_elem,aero_aero_elem
morning,2024-12-13 04:00:00,2024-12-13 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.39998524267404495]","[-0.0366959048271888, -0.07505620410171977]","[-0.07561123083153583, 0.03673977801334467]","[0.055668496037543896, 0.02043175252705586]","[0.0, 0.0]","[-0.0366959048271888, -0.02291649971094861]","[0.0, 0.6225134707557115]","[0.11456626405408674, -0.016780601725526475]","[0.09937468237505283, -0.10937535999362515]","[0.0, 0.0]","[-0.07561123083153583, -0.08513035223855846]","[0.11456626405408674, 0.24659778392282206]","[0.0, 0.2822140096617313]","[0.544194795823331, 0.25441225907188386]","[0.0, 0.0]","[0.055668496037543896, -0.031123183427777104]","[0.09937468237505283, 0.24967184484525895]","[0.544194795823331, 0.5119673817249589]","[0.0, 0.36936185037357727]",[],[],[],[],[],[],[1],[],[],[],[],[1],[],[],[],[],[],[],[1],"[0, 1]",[],[],[1],"[0, 1]",[1]
morning,2024-12-14 04:00:00,2024-12-14 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.6017612602991866]","[0.11171247941638732, -0.05532171534733122]","[0.10117146520551906, -0.20732515426691703]","[-0.03069181822773933, 0.11063648073370021]","[0.0, 0.0]","[0.11171247941638732, 0.04075855196315288]","[0.0, -0.03552199645580249]","[0.11873807223170027, 0.04132848076186343]","[0.6423026477139195, -0.02566449192247068]","[0.0, 0.0]","[0.10117146520551906, 0.060296652073108754]","[0.11873807223170027, -0.024984673509283926]","[0.0, -0.10216512763668648]","[-0.02655035246328578, 0.04104235942108229]","[0.0, 0.0]","[-0.03069181822773933, -0.03851255648915976]","[0.6423026477139195, -0.019781161320541203]","[-0.02655035246328578, 0.03817593805364205]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[1],[],[1],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[1]
morning,2024-12-15 04:00:00,2024-12-15 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.45059402726189834]","[0.08505100202203382, -0.044406015339146725]","[0.12623515652089537, -0.04553541421198975]","[0.21641888100376508, 0.13916316728707212]","[0.0, 0.0]","[0.08505100202203382, 0.016314072580715565]","[0.0, -0.03565027762247023]","[-0.5186526942520143, 0.02679345224223282]","[-0.019416006115741867, 0.03683540584310853]","[0.0, 0.0]","[0.12623515652089537, 0.12200620503365656]","[-0.5186526942520143, 0.073310583741023]","[0.0, -0.09701908184899527]","[0.011122991360276677, 0.03033883636417249]","[0.0, 0.0]","[0.21641888100376508, 0.06904358093321546]","[-0.019416006115741867, 0.13198226384759426]","[0.011122991360276677, -0.0677724259926185]","[0.0, 0.6386988450990373]",[],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[1],"[0, 1]",[],[],[],"[0, 1]",[1]
morning,2024-12-16 04:00:00,2024-12-16 14:00:00,10,0.802,"[0.0, -0.08833532866234671]","[-0.26746439599703586, 0.015266167723104376]","[0.1368232031671301, -0.0444866378808857]","[-0.02476865346245091, -0.11008903272041305]","[0.19925613490820443, 0.5281989619803051]","[-0.26746439599703586, -0.026059968273455907]","[0.0, -0.01101389876633602]","[0.580386328158206, -0.02175433549190722]","[0.12575898185445422, -0.2602133751844803]","[-0.3094567164207407, -0.18355823962007276]","[0.1368232031671301, -0.028293832485948116]","[0.580386328158206, 0.032171761226553415]","[0.0, -0.027901861597649454]","[0.13900131793992848, -0.4178162184919543]","[-0.048579310886011404, 0.08819478275621999]","[-0.02476865346245091, -0.011896839940070772]","[0.12575898185445422, 0.06061606016697531]","[0.13900131793992848, 0.0340742618899833]","[0.0, -0.15251369845386706]","[0.04313098468003414, -0.05648263905009965]","[0.19925613490820443, -0.051181122578513864]","[-0.3094567164207407, 0.06289858955275487]","[-0.048579310886011404, 0.030035285660637387]","[0.04313098468003414, 0.041284913759873865]","[0.0, 0.10127887547191765]",[],[],[],[],[1],[],[1],"[0, 1]",[],[],[],[0],[],[],[],[],[],[],[],[],[],[],[],[],[1]
morning,2024-12-17 04:00:00,2024-12-17 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.035587641286439944]","[-0.03525159835373324, 0.8310551657132635]","[-0.12809800242409164, -0.02740697091931515]","[0.04643411073959849, -0.04771009755432264]","[0.0, 0.0]","[-0.03525159835373324, -0.06284867854575303]","[0.0, -0.03203323348762246]","[-0.08984692316034848, -0.10705730588706529]","[-0.016790204267553146, 0.741746853594041]","[0.0, 0.0]","[-0.12809800242409164, -0.007966512629585289]","[-0.08984692316034848, -0.09167672696816224]","[0.0, 0.3654546033964129]","[-0.09520772242377726, -0.043442297674035076]","[0.0, 0.0]","[0.04643411073959849, -0.027181074380774786]","[-0.016790204267553146, -0.011879511947137674]","[-0.09520772242377726, -0.049149887024899606]","[0.0, -0.07157189238224801]",[],[],[],[],[],[],[1],[1],[],[],[],[],[],[0],[1],[],[],"[0, 1]",[1],[1],[],[],[],[1],[]
morning,2024-12-18 04:00:00,2024-12-18 14:00:00,10,0.0,"[0.0, -0.07754952205817624]","[0.19782011309666755, 0.0002709302513449826]","[0.15300991301596448, -0.04044917647034418]","[-0.044014913883999814, -0.03913028077806171]","[-0.47674737308824433, 0.07834920622988165]","[0.19782011309666755, -0.017903077715392422]","[0.0, -0.013718110348334155]","[-0.18016832202070504, -0.0553035325150355]","[-0.1380653566601232, -0.049385261337251435]","[-0.1300568380980835, -0.024357699987998728]","[0.15300991301596448, -0.024030709708675938]","[-0.18016832202070504, 0.0717539814931834]","[0.0, -0.0398233311612789]","[0.0006303120933660126, -0.04395555629726049]","[0.31417149656426824, -0.03276947809748443]","[-0.044014913883999814, 0.027452644138702083]","[-0.1380653566601232, -0.0030281128904783286]","[0.0006303120933660126, 0.09274044381556583]","[0.0, 0.3037905303851773]","[0.06624578182579297, 0.06273439435431213]","[-0.47674737308824433, 0.016888863957999843]","[-0.1300568380980835, -0.0023187212675713238]","[0.31417149656426824, 0.04197573608489416]","[0.06624578182579297, 0.06580759676215232]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[]
morning,2024-12-19 04:00:00,2024-12-19 14:00:00,10,0.121,"[0.0, -0.06376522390190015]","[0.01129113441461524, -0.008734959775022175]","[0.29921966749231727, -0.042141156523979685]","[-0.021672061109331887, -0.021021391320285368]","[0.40050332910442304, -0.055218123752450006]","[0.01129113441461524, -0.0826121739863408]","[0.0, 0.47494744446965953]","[-0.04096174159213299, -0.08737297927214178]","[-0.004925342995997367, 0.0011093670099882685]","[0.018316988093510726, -0.06636991804865011]","[0.29921966749231727, -0.009535429380058864]","[-0.04096174159213299, 0.0028782106336771775]","[0.0, -0.024546592930676618]","[-0.0031162996438538334, 0.025039955513210175]","[0.8809570161071992, -0.005413098602750419]","[-0.021672061109331887, 0.03251886804987575]","[-0.004925342995997367, 0.017660522732703667]","[-0.0031162996438538334, 0.026040700395510177]","[0.0, 0.44645329104014037]","[0.044461554193461074, 0.048317439620854115]","[0.40050332910442304, -0.010244554011807887]","[0.018316988093510726, 0.05738013874048787]","[0.8809570161071992, -0.06885364820951256]","[0.044461554193461074, 0.04627138315694004]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],"[0, 1]","[0, 1]","[0, 1]",[],"[0, 1]",[1],"[0, 1]","[0, 1]",[],"[0, 1]","[0, 1]",[1],[],[],"[0, 1]","[0, 1]",[1],[1]
morning,2024-12-20 04:00:00,2024-12-20 14:00:00,10,0.0,"[0.0, -0.05848408908842376]","[-0.1700243732679305, -0.014560994947471918]","[-0.14781714879999527, 0.026894230290996222]","[0.08744604406308043, 0.006391951959376865]","[0.28064924011529924, 0.11248264786548842]","[-0.1700243732679305, 0.06694092208126227]","[0.0, -0.10888651165823512]","[-0.4933809597004173, 0.02386203742573824]","[-0.6387454656301907, 0.02913709693773953]","[-0.2463473373240924, -0.06765812965413849]","[-0.14781714879999527, 0.002714134617189708]","[-0.4933809597004173, 0.029394333858478915]","[0.0, -0.015543621622487902]","[0.32577437880714116, -0.01736221210969314]","[-0.0696508026190019, -0.041246187373520586]","[0.08744604406308043, -0.04296199907207636]","[-0.6387454656301907, 0.05372604019815054]","[0.32577437880714116, -0.025114216943159632]","[0.0, -0.023074499801646404]","[0.02963591467467708, -0.019012911528559752]","[0.28064924011529924, -0.06388988329407266]","[-0.2463473373240924, -0.04427201433136472]","[-0.0696508026190019, 0.04195235197413781]","[0.02963591467467708, 0.04432464578090354]","[0.0, 0.40044322785047204]",[],[],[],[],[0],[],[],[],"[0, 1]",[],[],[],[1],[],[],[],[0],[],[],[],[0],[],[],[],[1]
morning,2024-12-21 04:00:00,2024-12-21 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.46614816298453476]","[0.04801889675852576, 0.054671125473516984]","[-0.044863820272446724, 0.0641762995625735]","[-0.07982892598920842, 0.03217143564073296]","[0.0, 0.0]","[0.04801889675852576, -0.03718068427979433]","[0.0, 0.7143441573496246]","[0.033876288701202545, -0.022037413067967346]","[0.009306641156175863, -0.0583724886434374]","[0.0, 0.0]","[-0.044863820272446724, -0.01634782121089768]","[0.033876288701202545, 0.009322860932124599]","[0.0, -0.040191432936343974]","[0.8705888526241267, -0.04060342818244644]","[0.0, 0.0]","[-0.07982892598920842, -0.004537581382892753]","[0.009306641156175863, 0.011983565382681994]","[0.8705888526241267, -0.03874744415881883]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[1],[0],[],[],[],"[0, 1]",[1]
morning,2024-12-22 04:00:00,2024-12-22 14:00:00,10,0.025,"[0.0, -0.03882604584981332]","[0.016783938205679274, -0.026530467898701303]","[0.3030034678411439, 0.013056230471830068]","[0.07834646105675919, 0.3693872517690478]","[0.42451653507960696, -0.03379668079916811]","[0.016783938205679274, 0.021853315248680137]","[0.0, 0.4775271882226416]","[0.08175697053954563, 0.0005486888167438512]","[-0.020240496695631553, 0.024686820181704722]","[0.022648960282730356, -0.014062832570160182]","[0.3030034678411439, 0.09051712897348115]","[0.08175697053954563, 0.010103472141684269]","[0.0, -0.027604106571652465]","[0.003605254908972682, 0.72167753438192]","[0.7578498100962583, -0.034551272071614715]","[0.07834646105675919, 0.1082968496660202]","[-0.020240496695631553, 0.0047921108379800495]","[0.003605254908972682, -0.012027683167685797]","[0.0, 0.024667416144048982]","[0.04847665313363992, 0.021584560958896073]","[0.42451653507960696, 0.03922440424073123]","[0.022648960282730356, -0.031131157930055237]","[0.7578498100962583, 0.0065987287466925835]","[0.04847665313363992, 0.901733817948994]","[0.0, -0.04757110968355382]",[],[],[0],[1],[0],[],[1],"[0, 1]","[0, 1]","[0, 1]",[0],[0],[1],"[0, 1]","[0, 1]",[],"[0, 1]",[0],[1],[0],[0],"[0, 1]","[0, 1]","[0, 1]",[1]
morning,2024-12-23 04:00:00,2024-12-23 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.4710973558699762]","[0.07910593296857388, -0.01369468580526729]","[0.018434625456376575, -0.034602808933282776]","[-0.03712243130546981, -0.005026100490470629]","[0.0, 0.0]","[0.07910593296857388, 0.08232687801810211]","[0.0, -0.028388728819571076]","[0.05441076786578295, 0.5719178450713897]","[0.6821147218999368, -0.043376629875954066]","[0.0, 0.0]","[0.018434625456376575, -0.011171230523385294]","[0.05441076786578295, -0.046950428637513815]","[0.0, -0.028573408941958898]","[0.04360121033102271, 0.026258346386646602]","[0.0, 0.0]","[-0.03712243130546981, 0.028452263600230936]","[0.6821147218999368, -0.00343325856070426]","[0.04360121033102271, 0.7572286994579732]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[1],[],"[0, 1]",[],[],[],[1],"[0, 1]",[],[],"[0, 1]",[0],[1],[],[],[],[1],[1],[]
morning,2024-12-24 04:00:00,2024-12-24 14:00:00,10,0.011,"[0.0, -0.027758828880995286]","[-0.41864586318144537, 0.03565590337959261]","[-0.39556275503045435, 0.024416254002069614]","[0.5876915358462598, 0.1825017278094245]","[0.10510829545860809, 0.06490286986999207]","[-0.41864586318144537, -0.01857403680851057]","[0.0, -0.037025390335561265]","[0.633226584601967, -0.02242273850346595]","[-0.5107845430256905, -0.26222906743663477]","[-0.038982564370595676, -0.047814673819952684]","[-0.39556275503045435, 0.03182900326432068]","[0.633226584601967, -0.01952280029254937]","[0.0, -0.04693725155976116]","[-0.39821455474251655, -0.15804130906351674]","[-0.03899276784789696, -0.03686904494517204]","[0.5876915358462598, -0.0343831915921125]","[-0.5107845430256905, 0.07194167098120546]","[-0.39821455474251655, 0.02412797168522936]","[0.0, 0.25453784887007613]","[0.31238989212880386, 0.22058217913034597]","[0.10510829545860809, -0.07950292595606838]","[-0.038982564370595676, 0.030856620536372732]","[-0.03899276784789696, -0.005667168900421891]","[0.31238989212880386, 0.22901093485607532]","[0.0, 0.5208726524095371]",[],[],[],[1],[1],[],[1],[],"[0, 1]",[1],[],[],[],[],[0],[],[0],[],[1],"[0, 1]",[],[],"[0, 1]","[0, 1]",[1]
morning,2024-12-25 04:00:00,2024-12-25 14:00:00,10,0.0,"[0.0, -0.05179501809363532]","[0.44911960857785815, 0.010257414885905125]","[0.34457366866730765, 0.23633999054808555]","[0.21135210202786103, 0.036159072519225455]","[0.2646992325211278, -0.050888585999018285]","[0.44911960857785815, -0.03671598932282263]","[0.0, -0.019596959027315928]","[0.3362177275614759, 0.18676345165848482]","[-0.1045644198225375, 0.08704757970524112]","[0.1746465193605282, -0.032155989847198384]","[0.34457366866730765, -0.15253123729416668]","[0.3362177275614759, -0.11638520968132827]","[0.0, 0.5039848943232018]","[-0.06876469397768006, 0.028139276399621806]","[0.2604670644969315, -0.15909224433110866]","[0.21135210202786103, 0.02998067441397159]","[-0.1045644198225375, -0.013422958894733739]","[-0.06876469397768006, -0.007009146074282841]","[0.0, -0.06683913535468652]","[-0.3687859565154549, 0.024663408423634983]","[0.2646992325211278, 0.0022030089198941034]","[0.1746465193605282, 0.054743894084594916]","[0.2604670644969315, 0.26360369318134097]","[-0.3687859565154549, -0.007910077715485611]","[0.0, -0.029724488663129853]",[],[0],[],[0],[0],[0],[],[],[],[],[],[],[1],[],[],[0],[],[],[],[],[0],[],[1],[],[]
